ID,Term,Uzbek Meaning,Difficulty,Category,Type,Question,Option A,Option B,Option C,Option D,Correct,Explanation
546,homework work,uy vazifasi ish,Low,School,Context,The lesson uses the vocabulary item _____ in a school context.,family meal,free plan,homework work,evening habit,C,The best answer in this context is 'homework work' (uy vazifasi ish).
547,homework time,uy vazifasi vaqt,Low,School,EN→UZ,Choose the best Uzbek meaning of 'homework time'.,uy reja,uy vazifasi vaqt,kundalik odat,kechki ovqat,B,'homework time' means 'uy vazifasi vaqt' in Uzbek. Remember it together with its context.
548,homework time,uy vazifasi vaqt,Low,School,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'uy vazifasi vaqt'.,homework time,daily habit,evening meal,home plan,A,The English word or phrase for 'uy vazifasi vaqt' is 'homework time'.
549,homework time,uy vazifasi vaqt,Low,School,Context,The lesson uses the vocabulary item _____ in a school context.,daily habit,evening meal,home plan,homework time,D,The best answer in this context is 'homework time' (uy vazifasi vaqt).
550,homework plan,uy vazifasi reja,Low,School,EN→UZ,Choose the best Uzbek meaning of 'homework plan'.,ertalabki tanaffus,uy odat,uy vazifasi reja,kundalik tartib,C,'homework plan' means 'uy vazifasi reja' in Uzbek. Remember it together with its context.
551,homework plan,uy vazifasi reja,Low,School,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'uy vazifasi reja'.,home habit,homework plan,daily routine,morning break,B,The English word or phrase for 'uy vazifasi reja' is 'homework plan'.
552,homework plan,uy vazifasi reja,Low,School,Context,The lesson uses the vocabulary item _____ in a school context.,homework plan,daily routine,morning break,home habit,A,The best answer in this context is 'homework plan' (uy vazifasi reja).
553,homework test,uy vazifasi test,Low,School,EN→UZ,Choose the best Uzbek meaning of 'homework test'.,kechki ovqat,uy reja,bo‘sh jadval,uy vazifasi test,D,'homework test' means 'uy vazifasi test' in Uzbek. Remember it together with its context.
554,homework test,uy vazifasi test,Low,School,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'uy vazifasi test'.,home plan,free schedule,homework test,evening meal,C,The English word or phrase for 'uy vazifasi test' is 'homework test'.
555,homework test,uy vazifasi test,Low,School,Context,The lesson uses the vocabulary item _____ in a school context.,free schedule,homework test,evening meal,home plan,B,The best answer in this context is 'homework test' (uy vazifasi test).
556,homework practice,uy vazifasi mashq,Low,School,EN→UZ,Choose the best Uzbek meaning of 'homework practice'.,uy vazifasi mashq,poyezd qo‘llanma,shahar safar,sayyohlik xarita,A,'homework practice' means 'uy vazifasi mashq' in Uzbek. Remember it together with its context.
557,homework practice,uy vazifasi mashq,Low,School,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'uy vazifasi mashq'.,train guide,city trip,tourist map,homework practice,D,The English word or phrase for 'uy vazifasi mashq' is 'homework practice'.
558,homework practice,uy vazifasi mashq,Low,School,Context,The lesson uses the vocabulary item _____ in a school context.,city trip,tourist map,homework practice,train guide,C,The best answer in this context is 'homework practice' (uy vazifasi mashq).
559,homework group,uy vazifasi guruh,Low,School,EN→UZ,Choose the best Uzbek meaning of 'homework group'.,sinf,uy vazifasi guruh,shahar chipta,mahalliy qo‘llanma,B,'homework group' means 'uy vazifasi guruh' in Uzbek. Remember it together with its context.
560,homework group,uy vazifasi guruh,Low,School,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'uy vazifasi guruh'.,homework group,city ticket,local guide,class,A,The English word or phrase for 'uy vazifasi guruh' is 'homework group'.
561,homework group,uy vazifasi guruh,Low,School,Context,The lesson uses the vocabulary item _____ in a school context.,city ticket,local guide,class,homework group,D,The best answer in this context is 'homework group' (uy vazifasi guruh).
562,homework task,uy vazifasi topshiriq,Low,School,EN→UZ,Choose the best Uzbek meaning of 'homework task'.,kechki jadval,oilaviy sayr,uy vazifasi topshiriq,kundalik reja,C,'homework task' means 'uy vazifasi topshiriq' in Uzbek. Remember it together with its context.
563,homework task,uy vazifasi topshiriq,Low,School,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'uy vazifasi topshiriq'.,family walk,homework task,daily plan,evening schedule,B,The English word or phrase for 'uy vazifasi topshiriq' is 'homework task'.
564,homework task,uy vazifasi topshiriq,Low,School,Context,The lesson uses the vocabulary item _____ in a school context.,homework task,daily plan,evening schedule,family walk,A,The best answer in this context is 'homework task' (uy vazifasi topshiriq).
565,homework note,uy vazifasi qayd,Low,School,EN→UZ,Choose the best Uzbek meaning of 'homework note'.,ertalabki ovqat,kechki reja,oilaviy jadval,uy vazifasi qayd,D,'homework note' means 'uy vazifasi qayd' in Uzbek. Remember it together with its context.
566,homework note,uy vazifasi qayd,Low,School,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'uy vazifasi qayd'.,evening plan,family schedule,homework note,morning meal,C,The English word or phrase for 'uy vazifasi qayd' is 'homework note'.
567,homework note,uy vazifasi qayd,Low,School,Context,The lesson uses the vocabulary item _____ in a school context.,family schedule,homework note,morning meal,evening plan,B,The best answer in this context is 'homework note' (uy vazifasi qayd).
568,lesson book,dars kitob,Low,School,EN→UZ,Choose the best Uzbek meaning of 'lesson book'.,dars kitob,sog‘lom faoliyat,avtobus chipta,poyezd qo‘llanma,A,'lesson book' means 'dars kitob' in Uzbek. Remember it together with its context.
569,lesson book,dars kitob,Low,School,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'dars kitob'.,healthy activity,bus ticket,train guide,lesson book,D,The English word or phrase for 'dars kitob' is 'lesson book'.
570,lesson book,dars kitob,Low,School,Context,The lesson uses the vocabulary item _____ in a school context.,bus ticket,train guide,lesson book,healthy activity,C,The best answer in this context is 'lesson book' (dars kitob).
571,lesson room,dars xona,Low,School,EN→UZ,Choose the best Uzbek meaning of 'lesson room'.,shahar xizmat,dars xona,avtobus xarita,poyezd reja,B,'lesson room' means 'dars xona' in Uzbek. Remember it together with its context.
572,lesson room,dars xona,Low,School,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'dars xona'.,lesson room,bus map,train plan,city service,A,The English word or phrase for 'dars xona' is 'lesson room'.
573,lesson room,dars xona,Low,School,Context,The lesson uses the vocabulary item _____ in a school context.,bus map,train plan,city service,lesson room,D,The best answer in this context is 'lesson room' (dars xona).
574,lesson work,dars ish,Low,School,EN→UZ,Choose the best Uzbek meaning of 'lesson work'.,sayohat safar,mahalliy xarita,dars ish,avtobus qo‘llanma,C,'lesson work' means 'dars ish' in Uzbek. Remember it together with its context.
575,lesson work,dars ish,Low,School,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'dars ish'.,local map,lesson work,bus guide,travel trip,B,The English word or phrase for 'dars ish' is 'lesson work'.
576,lesson work,dars ish,Low,School,Context,The lesson uses the vocabulary item _____ in a school context.,lesson work,bus guide,travel trip,local map,A,The best answer in this context is 'lesson work' (dars ish).
577,lesson time,dars vaqt,Low,School,EN→UZ,Choose the best Uzbek meaning of 'lesson time'.,sog‘lom tanaffus,avtobus safar,sayohat xarita,dars vaqt,D,'lesson time' means 'dars vaqt' in Uzbek. Remember it together with its context.
578,lesson time,dars vaqt,Low,School,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'dars vaqt'.,bus trip,travel map,lesson time,healthy break,C,The English word or phrase for 'dars vaqt' is 'lesson time'.
579,lesson time,dars vaqt,Low,School,Context,The lesson uses the vocabulary item _____ in a school context.,travel map,lesson time,healthy break,bus trip,B,The best answer in this context is 'lesson time' (dars vaqt).
580,lesson plan,dars reja,Low,School,EN→UZ,Choose the best Uzbek meaning of 'lesson plan'.,dars reja,sog‘lom faoliyat,avtobus chipta,poyezd qo‘llanma,A,'lesson plan' means 'dars reja' in Uzbek. Remember it together with its context.
581,lesson plan,dars reja,Low,School,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'dars reja'.,healthy activity,bus ticket,train guide,lesson plan,D,The English word or phrase for 'dars reja' is 'lesson plan'.
582,lesson plan,dars reja,Low,School,Context,The lesson uses the vocabulary item _____ in a school context.,bus ticket,train guide,lesson plan,healthy activity,C,The best answer in this context is 'lesson plan' (dars reja).
583,lesson test,dars test,Low,School,EN→UZ,Choose the best Uzbek meaning of 'lesson test'.,shahar reja,dars test,avtobus safar,sayohat xarita,B,'lesson test' means 'dars test' in Uzbek. Remember it together with its context.
584,lesson test,dars test,Low,School,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'dars test'.,lesson test,bus trip,travel map,city plan,A,The English word or phrase for 'dars test' is 'lesson test'.
585,lesson test,dars test,Low,School,Context,The lesson uses the vocabulary item _____ in a school context.,bus trip,travel map,city plan,lesson test,D,The best answer in this context is 'lesson test' (dars test).
586,lesson practice,dars mashq,Low,School,EN→UZ,Choose the best Uzbek meaning of 'lesson practice'.,sinf guruh,o‘qish reja,dars mashq,maktab kitob,C,'lesson practice' means 'dars mashq' in Uzbek. Remember it together with its context.
587,lesson practice,dars mashq,Low,School,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'dars mashq'.,reading plan,lesson practice,school book,class group,B,The English word or phrase for 'dars mashq' is 'lesson practice'.
588,lesson practice,dars mashq,Low,School,Context,The lesson uses the vocabulary item _____ in a school context.,lesson practice,school book,class group,reading plan,A,The best answer in this context is 'lesson practice' (dars mashq).
589,lesson group,dars guruh,Low,School,EN→UZ,Choose the best Uzbek meaning of 'lesson group'.,sinf vaqt,o‘qish kitob,so‘z guruh,dars guruh,D,'lesson group' means 'dars guruh' in Uzbek. Remember it together with its context.
590,lesson group,dars guruh,Low,School,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'dars guruh'.,reading book,word group,lesson group,class time,C,The English word or phrase for 'dars guruh' is 'lesson group'.
591,lesson group,dars guruh,Low,School,Context,The lesson uses the vocabulary item _____ in a school context.,word group,lesson group,class time,reading book,B,The best answer in this context is 'lesson group' (dars guruh).
592,lesson task,dars topshiriq,Low,School,EN→UZ,Choose the best Uzbek meaning of 'lesson task'.,dars topshiriq,muntazam ovqat,avtobus reja,sayohat xizmat,A,'lesson task' means 'dars topshiriq' in Uzbek. Remember it together with its context.
593,lesson task,dars topshiriq,Low,School,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'dars topshiriq'.,regular meal,bus plan,travel service,lesson task,D,The English word or phrase for 'dars topshiriq' is 'lesson task'.
594,lesson task,dars topshiriq,Low,School,Context,The lesson uses the vocabulary item _____ in a school context.,bus plan,travel service,lesson task,regular meal,C,The best answer in this context is 'lesson task' (dars topshiriq).
595,lesson note,dars qayd,Low,School,EN→UZ,Choose the best Uzbek meaning of 'lesson note'.,sayohat reja,dars qayd,muntazam odat,poyezd xarita,B,'lesson note' means 'dars qayd' in Uzbek. Remember it together with its context.
596,lesson note,dars qayd,Low,School,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'dars qayd'.,lesson note,regular habit,train map,travel plan,A,The English word or phrase for 'dars qayd' is 'lesson note'.
597,lesson note,dars qayd,Low,School,Context,The lesson uses the vocabulary item _____ in a school context.,regular habit,train map,travel plan,lesson note,D,The best answer in this context is 'lesson note' (dars qayd).
